,date,sales,store_nbr
0,2013-01-01,0.0,45.0
1,2013-01-02,27612.05095,45.0
2,2013-01-03,17377.98097,45.0
3,2013-01-04,19936.19504,45.0
4,2013-01-05,27104.223034000002,45.0
5,2013-01-06,31532.03802,45.0
6,2013-01-07,17309.963,45.0
7,2013-01-08,14230.149000000001,45.0
8,2013-01-09,15477.240020000001,45.0
9,2013-01-10,10848.866,45.0
10,2013-01-11,14211.40106,45.0
11,2013-01-12,22140.054,45.0
12,2013-01-13,27715.914,45.0
13,2013-01-14,13467.194,45.0
14,2013-01-15,13640.937,45.0
15,2013-01-16,16801.528,45.0
16,2013-01-17,13044.089,45.0
17,2013-01-18,16202.473,45.0
18,2013-01-19,23738.66902,45.0
19,2013-01-20,28717.088,45.0
20,2013-01-21,15354.58,45.0
21,2013-01-22,11736.143984999999,45.0
22,2013-01-23,14225.622,45.0
23,2013-01-24,11096.787,45.0
24,2013-01-25,15071.073,45.0
25,2013-01-26,24007.49402,45.0
26,2013-01-27,25300.98,45.0
27,2013-01-28,13667.067,45.0
28,2013-01-29,12475.48,45.0
29,2013-01-30,13286.44298,45.0
30,2013-01-31,12090.95298,45.0
31,2013-02-01,19197.896979999998,45.0
32,2013-02-02,27662.0749,45.0
33,2013-02-03,28419.96702,45.0
34,2013-02-04,18199.989999999998,45.0
35,2013-02-05,15051.878,45.0
36,2013-02-06,15689.295,45.0
37,2013-02-07,12088.654999999999,45.0
38,2013-02-08,24877.278,45.0
39,2013-02-09,19413.032,45.0
40,2013-02-10,15826.63797,45.0
41,2013-02-11,16864.94202,45.0
42,2013-02-12,18567.85297,45.0
43,2013-02-13,15085.347,45.0
44,2013-02-14,12488.389,45.0
45,2013-02-15,16324.087019999999,45.0
46,2013-02-16,26548.097999999998,45.0
47,2013-02-17,24803.164,45.0
48,2013-02-18,18169.313000000002,45.0
49,2013-02-19,12964.36101,45.0
50,2013-02-20,14822.776,45.0
51,2013-02-21,11670.686,45.0
52,2013-02-22,15059.777,45.0
53,2013-02-23,22211.328054999998,45.0
54,2013-02-24,29830.335010000003,45.0
55,2013-02-25,13588.47501,45.0
56,2013-02-26,11650.307,45.0
57,2013-02-27,13822.325,45.0
58,2013-02-28,12581.552,45.0
59,2013-03-01,19218.659,45.0
60,2013-03-02,31865.107,45.0
61,2013-03-03,35133.778,45.0
62,2013-03-04,19411.634,45.0
63,2013-03-05,15989.54803,45.0
64,2013-03-06,16297.272,45.0
65,2013-03-07,13349.63798,45.0
66,2013-03-08,15446.36799,45.0
67,2013-03-09,25718.636,45.0
68,2013-03-10,27671.00102,45.0
69,2013-03-11,14447.95302,45.0
70,2013-03-12,11503.942,45.0
71,2013-03-13,13618.099999999999,45.0
72,2013-03-14,10421.298999999999,45.0
73,2013-03-15,16639.139,45.0
74,2013-03-16,27803.268020000003,45.0
75,2013-03-17,31246.012000000002,45.0
76,2013-03-18,15847.76399,45.0
77,2013-03-19,11907.689,45.0
78,2013-03-20,14694.87897,45.0
79,2013-03-21,11488.204,45.0
80,2013-03-22,15327.01297,45.0
81,2013-03-23,25695.606030000003,45.0
82,2013-03-24,26810.578,45.0
83,2013-03-25,15123.634,45.0
84,2013-03-26,11664.67998,45.0
85,2013-03-27,15806.973,45.0
86,2013-03-28,16503.83097,45.0
87,2013-03-29,18067.577,45.0
88,2013-03-30,27068.777000000002,45.0
89,2013-03-31,29796.076999999997,45.0
90,2013-04-01,21730.85397,45.0
91,2013-04-02,17477.883,45.0
92,2013-04-03,17852.577,45.0
93,2013-04-04,12914.479019999999,45.0
94,2013-04-05,16918.267,45.0
95,2013-04-06,28669.936999999998,45.0
96,2013-04-07,32541.209894,45.0
97,2013-04-08,16559.571,45.0
98,2013-04-09,11566.13102,45.0
99,2013-04-10,14858.297999999999,45.0
100,2013-04-11,12393.561969999999,45.0
101,2013-04-12,15674.185000000001,45.0
102,2013-04-13,24769.227,45.0
103,2013-04-14,28939.470999999998,45.0
104,2013-04-15,16770.05803,45.0
105,2013-04-16,16822.863,45.0
106,2013-04-17,16325.617,45.0
107,2013-04-18,11486.097,45.0
108,2013-04-19,15938.479,45.0
109,2013-04-20,24946.01403,45.0
